Código,Unidade Territorial,UF_x,Referência,pop_censo_2022,pcd_por_1000,idosos_por_1000
410345,CAFELÂNDIA,PR,2024-01-01,18783.0,7.506788053026673,4.152691263376457
410347,CAFEZAL DO SUL,PR,2024-01-01,3975.0,7.79874213836478,2.5157232704402515
410350,CALIFÓRNIA,PR,2024-01-01,8641.0,18.863557458627472,13.655826871889827
410360,CAMBARÁ,PR,2024-01-01,25569.0,12.867143806953733,7.9784113575032265
410370,CAMBÉ,PR,2024-01-01,108126.0,10.395279581229307,13.35478978229103
410380,CAMBIRA,PR,2024-01-01,7967.0,16.442826659972386,11.92418727249906
410390,CAMPINA DA LAGOA,PR,2024-01-01,13888.0,20.66532258064516,13.96889400921659
410395,CAMPINA DO SIMÃO,PR,2024-01-01,3831.0,6.264682850430697,3.915426781519186
410400,CAMPINA GRANDE DO SUL,PR,2024-01-01,44072.0,10.732437829007079,14.430931203485205
410405,CAMPO BONITO,PR,2024-01-01,3694.0,19.49106659447753,5.414185165132647
410410,CAMPO DO TENENTE,PR,2024-01-01,8118.0,2.9563932002956395,2.340477950234048
410420,CAMPO LARGO,PR,2024-01-01,135678.0,7.230354221023305,8.71917333687112
410425,CAMPO MAGRO,PR,2024-01-01,30151.0,3.8804683095088057,4.543796225664157
410430,CAMPO MOURÃO,PR,2024-01-01,96102.0,14.51582693388275,14.141224948492226
410440,CÂNDIDO DE ABREU,PR,2024-01-01,14606.0,19.375599068875804,7.120361495275914
410442,CANDÓI,PR,2024-01-01,16126.0,14.820786307825871,9.487783703336227
410445,CANTAGALO,PR,2024-01-01,13340.0,19.640179910044978,8.245877061469265
410450,CAPANEMA,PR,2024-01-01,19172.0,11.318589609847695,12.309618193198416
410460,CAPITÃO LEÔNIDAS MARQUES,PR,2024-01-01,15887.0,22.34531377856109,18.002140114559072
410465,CARAMBEÍ,PR,2024-01-01,24225.0,7.017543859649123,5.283797729618163
410470,CARLÓPOLIS,PR,2024-01-01,14391.0,11.048572024181782,7.29622680842193
410480,CASCAVEL,PR,2024-01-01,336073.0,11.455844414755127,11.738521095119214
410490,CASTRO,PR,2024-01-01,72125.0,11.743500866551127,10.038128249566725
410500,CATANDUVAS,PR,2024-01-01,10144.0,18.828864353312305,12.322555205047319
410510,CENTENÁRIO DO SUL,PR,2024-01-01,10704.0,15.695067264573991,5.605381165919282
410520,CERRO AZUL,PR,2024-01-01,17884.0,12.916573473495863,5.144263028405279
410530,CÉU AZUL,PR,2024-01-01,11872.0,7.9177897574123985,15.49865229110512
410540,CHOPINZINHO,PR,2024-01-01,19083.0,16.035214588901116,6.131111460462192
410550,CIANORTE,PR,2024-01-01,84980.0,10.084725817839491,12.732407625323605
410560,CIDADE GAÚCHA,PR,2024-01-01,12939.0,10.047144292449184,5.64185794883685
410570,CLEVELÂNDIA,PR,2024-01-01,16344.0,20.252080274106707,10.279001468428781
410580,COLOMBO,PR,2024-01-01,249277.0,7.605996541999462,10.538477276283011
410590,COLORADO,PR,2024-01-01,24271.0,12.690041613448148,7.251452350541799
410600,CONGONHINHAS,PR,2024-01-01,8896.0,12.027877697841726,2.2482014388489207
410610,CONSELHEIRO MAIRINCK,PR,2024-01-01,3891.0,15.16319712156258,3.0840400925212026
410620,CONTENDA,PR,2024-01-01,19082.0,9.59018970757782,7.598784194528876
410630,CORBÉLIA,PR,2024-01-01,17162.0,16.4899195897914,13.809579303111526
410640,CORNÉLIO PROCÓPIO,PR,2024-01-01,47840.0,17.934782608695652,10.556020066889632
410645,CORONEL DOMINGOS SOARES,PR,2024-01-01,7538.0,12.868134783762272,3.979835500132661
410650,CORONEL VIVIDA,PR,2024-01-01,20430.0,13.117963778756732,7.733724914341654
410655,CORUMBATAÍ DO SUL,PR,2024-01-01,3038.0,22.71231073074391,9.216589861751151
410657,CRUZEIRO DO IGUAÇU,PR,2024-01-01,4229.0,5.2021754551903525,5.438637975880823
410660,CRUZEIRO DO OESTE,PR,2024-01-01,20962.0,24.949909359793914,10.638297872340425
410670,CRUZEIRO DO SUL,PR,2024-01-01,4430.0,13.769751693002256,3.6117381489841986
410680,CRUZ MACHADO,PR,2024-01-01,18772.0,9.002770083102494,2.5569997869166845
410685,CRUZMALTINA,PR,2024-01-01,2892.0,11.756569847856154,4.149377593360996
410690,CURITIBA,PR,2024-01-01,1963726.0,7.314666099038257,10.380776136793015
410700,CURIÚVA,PR,2024-01-01,15289.0,17.528942376872262,6.933089149061416
410710,DIAMANTE DO NORTE,PR,2024-01-01,4975.0,19.296482412060303,4.623115577889447
410712,DIAMANTE DO SUL,PR,2024-01-01,3409.0,10.560281607509534,4.400117336462305
410715,DIAMANTE DOESTE,PR,2024-01-01,5279.0,16.29096419776473,5.493464671339269
410720,DOIS VIZINHOS,PR,2024-01-01,41424.0,10.283893395133257,7.72499034376207
410725,DOURADINA,PR,2024-01-01,8988.0,16.02136181575434,8.233199821984869
410730,DOUTOR CAMARGO,PR,2024-01-01,5987.0,9.019542341740438,10.85685652246534
410740,ENÉAS MARQUES,PR,2024-01-01,5906.0,10.836437521164918,3.3863867253640367
410750,ENGENHEIRO BELTRÃO,PR,2024-01-01,13962.0,14.825956166738289,9.669101847872797
410752,ESPERANÇA NOVA,PR,2024-01-01,1633.0,11.022657685241885,4.28658909981629
410753,ENTRE RIOS DO OESTE,PR,2024-01-01,4651.0,4.515158030531069,9.460331111588905
410754,ESPIGÃO ALTO DO IGUAÇU,PR,2024-01-01,3980.0,11.557788944723619,7.788944723618091
410755,FAROL,PR,2024-01-01,2995.0,15.358931552587647,16.360601001669448
410760,FAXINAL,PR,2024-01-01,17379.0,26.008400943667645,21.9805512400023
410765,FAZENDA RIO GRANDE,PR,2024-01-01,103750.0,10.274698795180722,12.867469879518072
410770,FÊNIX,PR,2024-01-01,4734.0,18.166455428812846,8.238276299112801
410773,FERNANDES PINHEIRO,PR,2024-01-01,5561.0,8.631541089732064,4.13594677216328
410775,FIGUEIRA,PR,2024-01-01,7625.0,21.37704918032787,11.147540983606559
410780,FLORAÍ,PR,2024-01-01,4883.0,10.649191071062871,7.986893303297153
410785,FLOR DA SERRA DO SUL,PR,2024-01-01,4583.0,12.219070477852934,1.7455814968361336
410790,FLORESTA,PR,2024-01-01,6926.0,7.796708056598325,9.096159399364712
410800,FLORESTÓPOLIS,PR,2024-01-01,10360.0,19.401544401544403,11.486486486486488
410810,FLÓRIDA,PR,2024-01-01,2709.0,7.013658176448875,3.3222591362126246
410820,FORMOSA DO OESTE,PR,2024-01-01,6345.0,16.390858944050432,7.722616233254531
410830,FOZ DO IGUAÇU,PR,2024-01-01,257971.0,16.936012187416416,26.665788014931913
410832,FRANCISCO ALVES,PR,2024-01-01,5942.0,13.968360821272299,7.741501178054527
410840,FRANCISCO BELTRÃO,PR,2024-01-01,93308.0,9.69906117374716,7.759248938997728
410845,FOZ DO JORDÃO,PR,2024-01-01,4466.0,7.389162561576354,7.61307657859382
410850,GENERAL CARNEIRO,PR,2024-01-01,13661.0,10.394553839396824,3.5868530854256644
410855,GODOY MOREIRA,PR,2024-01-01,2850.0,28.42105263157895,2.456140350877193
410860,GOIOERÊ,PR,2024-01-01,28734.0,17.60980023665344,18.37544372520359
410865,GOIOXIM,PR,2024-01-01,6997.0,10.004287551807918,4.287551807917678
410870,GRANDES RIOS,PR,2024-01-01,5379.0,23.982152816508645,5.205428518311954
410880,GUAÍRA,PR,2024-01-01,33497.0,18.867361256231902,20.867540376750156
410890,GUAIRAÇÁ,PR,2024-01-01,6635.0,12.358703843255464,8.59080633006782
410895,GUAMIRANGA,PR,2024-01-01,8881.0,7.206395676162595,2.3645985812408514
410900,GUAPIRAMA,PR,2024-01-01,3767.0,10.353066100345103,3.185558800106185
410910,GUAPOREMA,PR,2024-01-01,2239.0,3.573023671281822,2.6797677534613666
410920,GUARACI,PR,2024-01-01,5557.0,5.938456001439626,3.599064243296743
410930,GUARANIAÇU,PR,2024-01-01,11969.0,31.33093825716434,18.54791544824129
410940,GUARAPUAVA,PR,2024-01-01,183755.0,13.94791978449566,13.828195151152348
410950,GUARAQUEÇABA,PR,2024-01-01,7554.0,10.590415673815198,3.9714058776806986
410960,GUARATUBA,PR,2024-01-01,37974.0,11.42887238636962,19.592352662347924
410965,HONÓRIO SERPA,PR,2024-01-01,5030.0,10.73558648111332,3.976143141153081
410970,IBAITI,PR,2024-01-01,31854.0,14.03277453381051,7.408802662146041
410975,IBEMA,PR,2024-01-01,6387.0,13.621418506341005,7.9849694692343824
410980,IBIPORÃ,PR,2024-01-01,55688.0,14.742853038356557,16.951587415601207
410990,ICARAÍMA,PR,2024-01-01,7671.0,27.245469951766392,10.03780471907183
411000,IGUARAÇU,PR,2024-01-01,4475.0,9.832402234636872,6.70391061452514
411005,IGUATU,PR,2024-01-01,2251.0,17.769880053309638,3.553976010661928
411007,IMBAÚ,PR,2024-01-01,13449.0,13.383894713361588,9.889211093761618
411010,IMBITUVA,PR,2024-01-01,33306.0,12.49024199843872,8.196721311475411
411020,INÁCIO MARTINS,PR,2024-01-01,11117.0,17.54070342718359,9.80480345416929
411030,INAJÁ,PR,2024-01-01,3122.0,7.367072389493914,3.843689942344651
411040,INDIANÓPOLIS,PR,2024-01-01,4472.0,10.286225402504472,8.050089445438283
411050,IPIRANGA,PR,2024-01-01,15327.0,10.439094408560056,3.849416063156521
411060,IPORÃ,PR,2024-01-01,13642.0,32.3999413575722,14.367394810145141
411065,IRACEMA DO OESTE,PR,2024-01-01,2216.0,18.501805054151625,2.707581227436823
411070,IRATI,PR,2024-01-01,61439.0,13.151255717052686,10.237796839141263
411080,IRETAMA,PR,2024-01-01,10029.0,17.249975072290358,10.170505533951541
411090,ITAGUAJÉ,PR,2024-01-01,4426.0,12.878445549028468,6.100316312697696
411095,ITAIPULÂNDIA,PR,2024-01-01,11588.0,10.61442871936486,21.91922678633069
411100,ITAMBARACÁ,PR,2024-01-01,6516.0,14.27255985267035,3.3763044812768572
411110,ITAMBÉ,PR,2024-01-01,6110.0,15.875613747954175,14.566284779050736
411120,ITAPEJARA DOESTE,PR,2024-01-01,12220.0,11.04746317512275,5.564648117839607
411125,ITAPERUÇU,PR,2024-01-01,29493.0,7.730647950361103,7.527209846404231
411130,ITAÚNA DO SUL,PR,2024-01-01,2700.0,53.333333333333336,9.62962962962963
411140,IVAÍ,PR,2024-01-01,14049.0,10.605737063136168,5.8367143568937285
411150,IVAIPORÃ,PR,2024-01-01,31886.0,27.88057454682306,15.46133099165778
411155,IVATÉ,PR,2024-01-01,8294.0,10.610079575596817,4.702194357366771
411160,IVATUBA,PR,2024-01-01,3299.0,5.153076689906032,7.578053955744164
411170,JABOTI,PR,2024-01-01,5332.0,10.127531882970741,1.6879219804951238
411180,JACAREZINHO,PR,2024-01-01,39268.0,20.169094428033002,9.498828562697362
411190,JAGUAPITÃ,PR,2024-01-01,13861.0,17.31476805425294,12.841786306904263
411200,JAGUARIAÍVA,PR,2024-01-01,35192.0,11.252557399408957,10.087519890884291
411210,JANDAIA DO SUL,PR,2024-01-01,21281.0,17.99727456416522,16.63455664677412
411220,JANIÓPOLIS,PR,2024-01-01,4948.0,23.443815683104283,9.902991107518188
411230,JAPIRA,PR,2024-01-01,4929.0,6.897950902820044,1.6230472712517752
411240,JAPURÁ,PR,2024-01-01,9573.0,7.521153243497336,4.805181238901076
411250,JARDIM ALEGRE,PR,2024-01-01,11067.0,29.185867895545314,11.746634137525977
411260,JARDIM OLINDA,PR,2024-01-01,1309.0,6.111535523300229,2.291825821237586
411270,JATAIZINHO,PR,2024-01-01,12687.0,12.217230235674313,10.956096791991802
411275,JESUÍTAS,PR,2024-01-01,8251.0,20.482365773845594,4.726699793964368
411280,JOAQUIM TÁVORA,PR,2024-01-01,12108.0,17.674264948794185,9.002312520647505
411290,JUNDIAÍ DO SUL,PR,2024-01-01,3248.0,18.165024630541872,6.4655172413793105
411295,JURANDA,PR,2024-01-01,7244.0,14.218663721700718,5.797901711761457
411300,JUSSARA,PR,2024-01-01,7069.0,6.6487480548875375,6.7902107794596125
411310,KALORÉ,PR,2024-01-01,3996.0,18.01801801801802,8.258258258258257
411320,LAPA,PR,2024-01-01,48651.0,11.448891081375512,7.584633409385213
411325,LARANJAL,PR,2024-01-01,5719.0,7.343941248470013,3.3222591362126246
411330,LARANJEIRAS DO SUL,PR,2024-01-01,32167.0,20.85988746230609,12.186402213448565
411340,LEÓPOLIS,PR,2024-01-01,3896.0,6.160164271047228,5.133470225872689
411342,LIDIANÓPOLIS,PR,2024-01-01,3155.0,18.066561014263076,4.437400950871632
411345,LINDOESTE,PR,2024-01-01,4488.0,11.586452762923352,11.586452762923352
411350,LOANDA,PR,2024-01-01,23393.0,19.36476723806267,7.138887701449152
411360,LOBATO,PR,2024-01-01,4850.0,8.041237113402062,4.536082474226804
411370,LONDRINA,PR,2024-01-01,580870.0,10.763165596432938,14.953431921083892
411373,LUIZIANA,PR,2024-01-01,7217.0,18.290148261050298,9.837882776777054
411375,LUNARDELLI,PR,2024-01-01,4695.0,17.252396166134186,3.62087326943557
411380,LUPIONÓPOLIS,PR,2024-01-01,4969.0,12.477359629704166,5.232441135037231
411390,MALLET,PR,2024-01-01,13697.0,7.227860115353727,5.986712418777834
411400,MAMBORÊ,PR,2024-01-01,12900.0,19.767441860465116,11.705426356589147
411410,MANDAGUAÇU,PR,2024-01-01,23373.0,12.664185170923716,13.305951311342147
411420,MANDAGUARI,PR,2024-01-01,34628.0,12.446575025990526,17.93346424858496
411430,MANDIRITUBA,PR,2024-01-01,27750.0,12.54054054054054,12.216216216216218
411435,MANFRINÓPOLIS,PR,2024-01-01,2442.0,9.00900900900901,3.276003276003276
411440,MANGUEIRINHA,PR,2024-01-01,16572.0,25.82669563118513,6.818730388607289
411450,MANOEL RIBAS,PR,2024-01-01,13517.0,24.783605829695937,5.844492121032774
411460,MARECHAL CÂNDIDO RONDON,PR,2024-01-01,54031.0,6.459254872202995,10.308896744461514
411470,MARIA HELENA,PR,2024-01-01,5593.0,15.018773466833542,6.436617200071518
411480,MARIALVA,PR,2024-01-01,36103.0,11.384095504528709,11.467191092153007
411490,MARILÂNDIA DO SUL,PR,2024-01-01,8793.0,22.631638803593766,12.737404753781416
411500,MARILENA,PR,2024-01-01,7093.0,12.829550260820527,4.652474270407444
411510,MARILUZ,PR,2024-01-01,10327.0,19.366708627868693,5.519511958942577
411520,MARINGÁ,PR,2024-01-01,436472.0,5.794186110449238,11.180556828387617
411530,MARIÓPOLIS,PR,2024-01-01,6655.0,12.772351615326823,7.362885048835462
411535,MARIPÁ,PR,2024-01-01,5562.0,3.236245954692557,6.472491909385114
411540,MARMELEIRO,PR,2024-01-01,14407.0,19.99028250156174,9.856319844520026
411545,MARQUINHO,PR,2024-01-01,4283.0,9.105766985757647,4.436142890497315
411550,MARUMBI,PR,2024-01-01,4676.0,14.54234388366125,5.560307955517536
411560,MATELÂNDIA,PR,2024-01-01,18266.0,9.087922916894778,13.905616993320924
411570,MATINHOS,PR,2024-01-01,35705.0,11.623021985716285,23.638145917938665
411573,MATO RICO,PR,2024-01-01,3142.0,5.410566518141311,3.182686187141948
411575,MAUÁ DA SERRA,PR,2024-01-01,10994.0,21.011460796798254,12.006549026741858
411580,MEDIANEIRA,PR,2024-01-01,46940.0,10.311035364294844,19.1947166595654
411585,MERCEDES,PR,2024-01-01,5617.0,6.943208118212569,7.121239095602635
411590,MIRADOR,PR,2024-01-01,2180.0,5.5045871559633035,2.293577981651376
411600,MIRASELVA,PR,2024-01-01,1786.0,5.039193729003359,3.9193729003359463
411605,MISSAL,PR,2024-01-01,10706.0,6.351578554081823,10.928451335699608
411610,MOREIRA SALES,PR,2024-01-01,11966.0,14.624770182182852,9.192712685943507
411620,MORRETES,PR,2024-01-01,16485.0,12.67819229602669,14.073400060661207
411630,MUNHOZ DE MELO,PR,2024-01-01,4034.0,9.419930589985126,3.7183936539414972
411640,NOSSA SENHORA DAS GRAÇAS,PR,2024-01-01,4009.0,6.485407832377151,2.993265153404839
411650,NOVA ALIANÇA DO IVAÍ,PR,2024-01-01,1560.0,2.5641025641025643,1.2820512820512822
411660,NOVA AMÉRICA DA COLINA,PR,2024-01-01,3424.0,12.266355140186915,3.796728971962617
411670,NOVA AURORA,PR,2024-01-01,10131.0,16.58276576843352,8.883624518803671
411680,NOVA CANTU,PR,2024-01-01,4827.0,28.796353842966646,10.565568676196396
411690,NOVA ESPERANÇA,PR,2024-01-01,28062.0,14.075974627610291,13.11381939990022
411695,NOVA ESPERANÇA DO SUDOESTE,PR,2024-01-01,5014.0,9.174311926605505,3.988831272437176
411700,NOVA FÁTIMA,PR,2024-01-01,8120.0,14.039408866995075,4.926108374384237
411705,NOVA LARANJEIRAS,PR,2024-01-01,11462.0,6.979584714709475,3.1408131216192636
411710,NOVA LONDRINA,PR,2024-01-01,13188.0,15.089475280558084,8.037609948437973
411720,NOVA OLÍMPIA,PR,2024-01-01,5846.0,18.9873417721519,10.263427984946972
411721,NOVA SANTA BÁRBARA,PR,2024-01-01,4304.0,19.052044609665426,5.808550185873606
411722,NOVA SANTA ROSA,PR,2024-01-01,8311.0,6.377090602815546,6.97870292383588
411725,NOVA PRATA DO IGUAÇU,PR,2024-01-01,10540.0,12.428842504743832,5.1233396584440225
411727,NOVA TEBAS,PR,2024-01-01,5252.0,17.707539984767706,3.2368621477532367
411729,NOVO ITACOLOMI,PR,2024-01-01,2836.0,17.63046544428773,4.583921015514809
411730,ORTIGUEIRA,PR,2024-01-01,21783.0,18.133406785107653,10.375063122618556
411740,OURIZONA,PR,2024-01-01,3423.0,4.674262342973999,3.2135553607946243
411745,OURO VERDE DO OESTE,PR,2024-01-01,6036.0,9.609012591119946,2.8164347249834325
411750,PAIÇANDU,PR,2024-01-01,42251.0,9.727580412297932,13.514473030224137
411760,PALMAS,PR,2024-01-01,52503.0,20.646439251090413,7.637658800449498
411770,PALMEIRA,PR,2024-01-01,34109.0,8.766014834794335,5.071975138526488
411780,PALMITAL,PR,2024-01-01,12755.0,21.24656997255978,11.681693453547629
411790,PALOTINA,PR,2024-01-01,32389.0,11.207508722097009,8.830158387106733
411800,PARAÍSO DO NORTE,PR,2024-01-01,14211.0,8.79600309619309,3.8702413623249594
411810,PARANACITY,PR,2024-01-01,11685.0,13.692768506632435,3.851091142490372
411820,PARANAGUÁ,PR,2024-01-01,157378.0,8.095159425078473,12.117322624509145
411830,PARANAPOEMA,PR,2024-01-01,3277.0,3.967043027158987,2.4412572474824534
411840,PARANAVAÍ,PR,2024-01-01,89454.0,16.869005298812798,12.53158047711673
411845,PATO BRAGADO,PR,2024-01-01,5755.0,3.996524761077324,8.688097306689835
411850,PATO BRANCO,PR,2024-01-01,84779.0,9.223982354120714,7.832128239304544
411860,PAULA FREITAS,PR,2024-01-01,5942.0,7.909794681925278,4.712218108381016
411870,PAULO FRONTIN,PR,2024-01-01,7418.0,6.740361283364789,4.179023995686168
411880,PEABIRU,PR,2024-01-01,14017.0,19.40500820432332,12.984233430833989
411885,PEROBAL,PR,2024-01-01,6194.0,12.431385211494995,6.134969325153374
411890,PÉROLA,PR,2024-01-01,11406.0,23.49640540066632,10.170085919691392
411900,PÉROLA DOESTE,PR,2024-01-01,6232.0,14.602053915275993,4.974326059050065
411910,PIÊN,PR,2024-01-01,13015.0,12.677679600461007,6.530925854782943
411915,PINHAIS,PR,2024-01-01,134788.0,8.376116568240496,13.3097901890376
411920,PINHALÃO,PR,2024-01-01,6323.0,14.075597026727818,5.535347145342401
411925,PINHAL DE SÃO BENTO,PR,2024-01-01,2742.0,6.199854121079504,2.552881108679796
411930,PINHÃO,PR,2024-01-01,32722.0,18.611331825683028,9.198704235682415
411940,PIRAÍ DO SUL,PR,2024-01-01,25779.0,14.740680398774197,9.542650994995928
411950,PIRAQUARA,PR,2024-01-01,116852.0,6.135966864067368,7.0773285865881626
411960,PITANGA,PR,2024-01-01,29686.0,25.83709492690157,16.438725325069058
411965,PITANGUEIRAS,PR,2024-01-01,3298.0,5.154639175257732,2.1224984839296543
411970,PLANALTINA DO PARANÁ,PR,2024-01-01,4281.0,17.986451763606635,2.569493109086662
411980,PLANALTO,PR,2024-01-01,13385.0,10.01120657452372,9.712364587224505
411990,PONTA GROSSA,PR,2024-01-01,358838.0,9.16290916792536,8.393759858208998
411995,PONTAL DO PARANÁ,PR,2024-01-01,28529.0,8.903221283606156,18.47243156086789
412000,PORECATU,PR,2024-01-01,12587.0,20.338444426789547,10.010328116310479
412010,PORTO AMAZONAS,PR,2024-01-01,4899.0,8.57317819963258,6.531945294958155
412015,PORTO BARREIRO,PR,2024-01-01,3133.0,9.256303862112992,3.1918289179699966
412020,PORTO RICO,PR,2024-01-01,2554.0,6.264682850430697,2.3492560689115116
412030,PORTO VITÓRIA,PR,2024-01-01,4057.0,9.120039438008382,1.7254128666502342
412033,PRADO FERREIRA,PR,2024-01-01,3806.0,7.619548081975828,5.254860746190226
412035,PRANCHITA,PR,2024-01-01,5035.0,9.731876861966237,4.96524329692155
412040,PRESIDENTE CASTELO BRANCO,PR,2024-01-01,5395.0,2.9657089898053752,3.336422613531047
412050,PRIMEIRO DE MAIO,PR,2024-01-01,11138.0,15.083497934997306,4.848267193391991
412060,PRUDENTÓPOLIS,PR,2024-01-01,52776.0,11.994088221919053,5.040169774139761
412065,QUARTO CENTENÁRIO,PR,2024-01-01,4420.0,7.239819004524887,7.013574660633484
412070,QUATIGUÁ,PR,2024-01-01,7504.0,15.591684434968016,6.663113006396588
412080,QUATRO BARRAS,PR,2024-01-01,24253.0,7.916546406630108,8.576258607182616
412085,QUATRO PONTES,PR,2024-01-01,4043.0,3.957457333663122,5.936186000494682
412090,QUEDAS DO IGUAÇU,PR,2024-01-01,34707.0,17.085890454375196,11.092863111187944
412100,QUERÊNCIA DO NORTE,PR,2024-01-01,12257.0,19.091131598270376,4.0793016235620465
412110,QUINTA DO SOL,PR,2024-01-01,4444.0,12.376237623762377,4.5004500450045
412120,QUITANDINHA,PR,2024-01-01,19388.0,11.450381679389313,10.212502578914792
412125,RAMILÂNDIA,PR,2024-01-01,4500.0,9.333333333333334,7.333333333333333
412130,RANCHO ALEGRE,PR,2024-01-01,3760.0,11.436170212765957,3.9893617021276593
412135,RANCHO ALEGRE DOESTE,PR,2024-01-01,2602.0,7.686395080707148,6.149116064565718
412140,REALEZA,PR,2024-01-01,16976.0,20.087181903864277,10.131950989632422
412150,REBOUÇAS,PR,2024-01-01,14991.0,11.206724034420652,7.53785604696151
412160,RENASCENÇA,PR,2024-01-01,6772.0,7.826343768458357,3.1010041346721797
412170,RESERVA,PR,2024-01-01,26933.0,18.007648609512493,10.062005717892548
412175,RESERVA DO IGUAÇU,PR,2024-01-01,8127.0,3.937492309585333,2.2148394241417497
412180,RIBEIRÃO CLARO,PR,2024-01-01,10622.0,13.745057427979665,4.895499905855771
412190,RIBEIRÃO DO PINHAL,PR,2024-01-01,12869.0,20.825238946305074,6.5273136995881575
412200,RIO AZUL,PR,2024-01-01,15433.0,7.645953476316983,5.896455646990216
412210,RIO BOM,PR,2024-01-01,3162.0,24.984187223276408,8.855154965211891
412215,RIO BONITO DO IGUAÇU,PR,2024-01-01,13240.0,12.613293051359516,6.722054380664653
412217,RIO BRANCO DO IVAÍ,PR,2024-01-01,4121.0,14.80223246784761,3.1545741324921135
412220,RIO BRANCO DO SUL,PR,2024-01-01,32635.0,19.273785812777692,11.061743526888309
412230,RIO NEGRO,PR,2024-01-01,34645.0,5.599653629672391,3.9832587674989175
412240,ROLÂNDIA,PR,2024-01-01,68165.0,11.178757426831952,11.457492848235898
412250,RONCADOR,PR,2024-01-01,9447.0,29.42733142796655,20.535619773473062
412260,RONDON,PR,2024-01-01,9664.0,10.658112582781458,5.277317880794702
412265,ROSÁRIO DO IVAÍ,PR,2024-01-01,4595.0,28.509249183895538,8.705114254624592
412270,SABÁUDIA,PR,2024-01-01,6954.0,8.915731952832903,5.752085130859937
412280,SALGADO FILHO,PR,2024-01-01,3389.0,19.769843611684863,6.786662732369431
412290,SALTO DO ITARARÉ,PR,2024-01-01,4862.0,12.546277252159605,8.227067050596462
412300,SALTO DO LONTRA,PR,2024-01-01,14957.0,11.499632279200373,4.278932941097813
412310,SANTA AMÉLIA,PR,2024-01-01,3208.0,14.962593516209475,3.740648379052369
412320,SANTA CECÍLIA DO PAVÃO,PR,2024-01-01,3253.0,23.670458038733475,7.992622194897018
412330,SANTA CRUZ DE MONTE CASTELO,PR,2024-01-01,7705.0,22.323166774821544,7.138221933809215
412340,SANTA FÉ,PR,2024-01-01,12330.0,10.70559610705596,6.569343065693431
412350,SANTA HELENA,PR,2024-01-01,27036.0,12.834738866696256,16.126645953543424
412360,SANTA INÊS,PR,2024-01-01,1568.0,12.755102040816327,3.826530612244898
412370,SANTA ISABEL DO IVAÍ,PR,2024-01-01,8484.0,15.44082979726544,4.125412541254125
412380,SANTA IZABEL DO OESTE,PR,2024-01-01,14924.0,9.380863039399626,3.484320557491289
412382,SANTA LÚCIA,PR,2024-01-01,3795.0,9.749670619235836,7.378129117259552
412385,SANTA MARIA DO OESTE,PR,2024-01-01,9210.0,13.789359391965254,6.188925081433224
412390,SANTA MARIANA,PR,2024-01-01,11523.0,23.69174694090081,7.636900112817842
412395,SANTA MÔNICA,PR,2024-01-01,4052.0,14.807502467917079,3.455083909180652
412400,SANTANA DO ITARARÉ,PR,2024-01-01,4916.0,15.459723352318958,7.526444263628967
412402,SANTA TEREZA DO OESTE,PR,2024-01-01,10055.0,15.017404276479363,11.437095972153157
412405,SANTA TEREZINHA DE ITAIPU,PR,2024-01-01,23927.0,15.045764199439963,29.25565261002215
412410,SANTO ANTÔNIO DA PLATINA,PR,2024-01-01,46503.0,14.47218459024149,9.526267122551232
412420,SANTO ANTÔNIO DO CAIUÁ,PR,2024-01-01,2611.0,6.893910379165071,0.38299502106472616
412430,SANTO ANTÔNIO DO PARAÍSO,PR,2024-01-01,2032.0,13.28740157480315,0.984251968503937
412440,SANTO ANTÔNIO DO SUDOESTE,PR,2024-01-01,20354.0,18.81694015918247,19.013461727424584
412450,SANTO INÁCIO,PR,2024-01-01,5422.0,11.434894872740687,2.028771670970122
412460,SÃO CARLOS DO IVAÍ,PR,2024-01-01,6961.0,9.05042378968539,4.166068093664703
412470,SÃO JERÔNIMO DA SERRA,PR,2024-01-01,11088.0,18.93939393939394,4.419191919191919
412480,SÃO JOÃO,PR,2024-01-01,10122.0,12.645722189290654,5.038529934795496
412490,SÃO JOÃO DO CAIUÁ,PR,2024-01-01,5819.0,28.011685856676404,6.186630005155525
412500,SÃO JOÃO DO IVAÍ,PR,2024-01-01,9897.0,34.353844599373545,9.598868343942609
412510,SÃO JOÃO DO TRIUNFO,PR,2024-01-01,15359.0,9.766260824272413,2.4090110033205288
412520,SÃO JORGE DOESTE,PR,2024-01-01,9005.0,7.551360355358135,3.331482509716824
412530,SÃO JORGE DO IVAÍ,PR,2024-01-01,5535.0,10.478771454381212,12.646793134598013
412535,SÃO JORGE DO PATROCÍNIO,PR,2024-01-01,5532.0,7.953723788864787,2.3499638467100508
412540,SÃO JOSÉ DA BOA VISTA,PR,2024-01-01,6115.0,6.541291905151268,4.578904333605887
412545,SÃO JOSÉ DAS PALMEIRAS,PR,2024-01-01,3601.0,18.050541516245488,8.053318522632603
412550,SÃO JOSÉ DOS PINHAIS,PR,2024-01-01,334620.0,6.12934074472536,8.795051102743411
412555,SÃO MANOEL DO PARANÁ,PR,2024-01-01,2165.0,3.695150115473441,3.695150115473441
412560,SÃO MATEUS DO SUL,PR,2024-01-01,47137.0,10.480089950569615,5.918917198803488
412570,SÃO MIGUEL DO IGUAÇU,PR,2024-01-01,27696.0,15.164644714038129,19.894569612940497
